req_ts,unique_id,railroad,origination_time,trip_id,train_no,route,direction,stop,scheduled_arrival_time,arrival_time,scheduled_departure_time,departure_time,schedule_relationship,trip_schedule_relationship,inferred_from_schedule
1785580050,MBTA|20260801|5608|SouthBase-830400-5608,MBTA,1785579000,SouthBase-830400-5608,5608,Needham Line,Inbound,West Roxbury,1785579960,1785580007,1785579960,1785580007,SCHEDULED,SCHEDULED,False
1785580140,MBTA|20260801|5608|SouthBase-830400-5608,MBTA,1785579000,SouthBase-830400-5608,5608,Needham Line,Inbound,Highland,1785580080,1785580100,1785580080,1785580100,SCHEDULED,SCHEDULED,False
1785580260,MBTA|20260801|5608|SouthBase-830400-5608,MBTA,1785579000,SouthBase-830400-5608,5608,Needham Line,Inbound,Bellevue,1785580200,1785580224,1785580200,1785580224,SCHEDULED,SCHEDULED,False
1785580410,MBTA|20260801|5608|SouthBase-830400-5608,MBTA,1785579000,SouthBase-830400-5608,5608,Needham Line,Inbound,Roslindale Village,1785580380,1785580380,1785580380,1785580380,SCHEDULED,SCHEDULED,False
1785580560,MBTA|20260801|5608|SouthBase-830400-5608,MBTA,1785579000,SouthBase-830400-5608,5608,Needham Line,Inbound,Forest Hills,1785580560,1785580565,1785580560,1785580565,SCHEDULED,SCHEDULED,False
1785580860,MBTA|20260801|5608|SouthBase-830400-5608,MBTA,1785579000,SouthBase-830400-5608,5608,Needham Line,Inbound,Ruggles,1785580860,1785580799,1785580860,1785580799,SCHEDULED,SCHEDULED,False
1785581100,MBTA|20260801|5608|SouthBase-830400-5608,MBTA,1785579000,SouthBase-830400-5608,5608,Needham Line,Inbound,Back Bay,1785581100,1785580971,1785581100,1785580971,SCHEDULED,SCHEDULED,False
1785581460,MBTA|20260801|5608|SouthBase-830400-5608,MBTA,1785579000,SouthBase-830400-5608,5608,Needham Line,Inbound,South Station,1785581400,1785581479,1785581400,,SCHEDULED,SCHEDULED,False
,MBTA|20260801|5315|NorthBase-825548-5315,MBTA,1785579600,NorthBase-825548-5315,5315,Lowell Line,Outbound,North Station,1785579600,1785579600,1785579600,1785579600,SCHEDULED,SCHEDULED,True
1785580380,MBTA|20260801|5315|NorthBase-825548-5315,MBTA,1785579600,NorthBase-825548-5315,5315,Lowell Line,Outbound,West Medford,1785580260,1785580361,1785580260,1785580361,SCHEDULED,SCHEDULED,False
1785580560,MBTA|20260801|5315|NorthBase-825548-5315,MBTA,1785579600,NorthBase-825548-5315,5315,Lowell Line,Outbound,Wedgemere,1785580440,1785580553,1785580440,1785580553,SCHEDULED,SCHEDULED,False
1785580680,MBTA|20260801|5315|NorthBase-825548-5315,MBTA,1785579600,NorthBase-825548-5315,5315,Lowell Line,Outbound,Winchester Center,1785580560,1785580661,1785580560,1785580661,SCHEDULED,SCHEDULED,False
1785581040,MBTA|20260801|5315|NorthBase-825548-5315,MBTA,1785579600,NorthBase-825548-5315,5315,Lowell Line,Outbound,Anderson/Woburn,1785580980,1785581021,1785580980,1785581021,SCHEDULED,SCHEDULED,False
1785581310,MBTA|20260801|5315|NorthBase-825548-5315,MBTA,1785579600,NorthBase-825548-5315,5315,Lowell Line,Outbound,Wilmington,1785581160,1785581291,1785581160,1785581291,SCHEDULED,SCHEDULED,False
1785581760,MBTA|20260801|5315|NorthBase-825548-5315,MBTA,1785579600,NorthBase-825548-5315,5315,Lowell Line,Outbound,North Billerica,1785581700,1785581711,1785581700,1785581711,SCHEDULED,SCHEDULED,False
1785582270,MBTA|20260801|5315|NorthBase-825548-5315,MBTA,1785579600,NorthBase-825548-5315,5315,Lowell Line,Outbound,Lowell,1785582420,1785582299,1785582420,,SCHEDULED,SCHEDULED,False
1785579810,MBTA|20260801|6912|SouthBase-793159-6912,MBTA,1785579780,SouthBase-793159-6912,6912,Fall River/New Bedford Line,Inbound,Fall River Depot,1785579780,,1785579780,1785579799,SCHEDULED,SCHEDULED,False
1785580320,MBTA|20260801|6912|SouthBase-793159-6912,MBTA,1785579780,SouthBase-793159-6912,6912,Fall River/New Bedford Line,Inbound,Freetown,1785580200,1785580279,1785580200,1785580279,SCHEDULED,SCHEDULED,False
1785581040,MBTA|20260801|6912|SouthBase-793159-6912,MBTA,1785579780,SouthBase-793159-6912,6912,Fall River/New Bedford Line,Inbound,East Taunton,1785580980,1785580995,1785580980,1785580995,SCHEDULED,SCHEDULED,False
1785581730,MBTA|20260801|6912|SouthBase-793159-6912,MBTA,1785579780,SouthBase-793159-6912,6912,Fall River/New Bedford Line,Inbound,Middleborough,1785581640,1785581706,1785581640,1785581706,SCHEDULED,SCHEDULED,False
1785582360,MBTA|20260801|6912|SouthBase-793159-6912,MBTA,1785579780,SouthBase-793159-6912,6912,Fall River/New Bedford Line,Inbound,Bridgewater,1785582240,1785582326,1785582240,1785582326,SCHEDULED,SCHEDULED,False
1785582990,MBTA|20260801|6912|SouthBase-793159-6912,MBTA,1785579780,SouthBase-793159-6912,6912,Fall River/New Bedford Line,Inbound,Campello,1785582900,1785582956,1785582900,1785582956,SCHEDULED,SCHEDULED,False
1785583140,MBTA|20260801|6912|SouthBase-793159-6912,MBTA,1785579780,SouthBase-793159-6912,6912,Fall River/New Bedford Line,Inbound,Brockton,1785583140,1785583142,1785583140,1785583142,SCHEDULED,SCHEDULED,False
1785583410,MBTA|20260801|6912|SouthBase-793159-6912,MBTA,1785579780,SouthBase-793159-6912,6912,Fall River/New Bedford Line,Inbound,Montello,1785583320,1785583381,1785583320,1785583381,SCHEDULED,SCHEDULED,False
1785583680,MBTA|20260801|6912|SouthBase-793159-6912,MBTA,1785579780,SouthBase-793159-6912,6912,Fall River/New Bedford Line,Inbound,Holbrook/Randolph,1785583620,1785583662,1785583620,1785583662,SCHEDULED,SCHEDULED,False
1785584100,MBTA|20260801|6912|SouthBase-793159-6912,MBTA,1785579780,SouthBase-793159-6912,6912,Fall River/New Bedford Line,Inbound,Braintree,1785584100,1785583993,1785584100,1785583993,SCHEDULED,SCHEDULED,False
1785584610,MBTA|20260801|6912|SouthBase-793159-6912,MBTA,1785579780,SouthBase-793159-6912,6912,Fall River/New Bedford Line,Inbound,Quincy Center,1785584460,1785584492,1785584460,1785584492,SCHEDULED,SCHEDULED,False
1785585810,MBTA|20260801|6912|SouthBase-793159-6912,MBTA,1785579780,SouthBase-793159-6912,6912,Fall River/New Bedford Line,Inbound,South Station,1785585600,1785585826,1785585600,,SCHEDULED,SCHEDULED,False
1785579990,MBTA|20260801|7005|SouthBase-793171-7005,MBTA,1785579900,SouthBase-793171-7005,7005,Fall River/New Bedford Line,Outbound,South Station,1785579900,,1785579900,1785579958,SCHEDULED,SCHEDULED,False
1785580860,MBTA|20260801|7005|SouthBase-793171-7005,MBTA,1785579900,SouthBase-793171-7005,7005,Fall River/New Bedford Line,Outbound,Quincy Center,1785580800,1785580838,1785580800,1785580838,SCHEDULED,SCHEDULED,False
1785581220,MBTA|20260801|7005|SouthBase-793171-7005,MBTA,1785579900,SouthBase-793171-7005,7005,Fall River/New Bedford Line,Outbound,Braintree,1785581160,1785581179,1785581160,1785581179,SCHEDULED,SCHEDULED,False
1785581790,MBTA|20260801|7005|SouthBase-793171-7005,MBTA,1785579900,SouthBase-793171-7005,7005,Fall River/New Bedford Line,Outbound,Holbrook/Randolph,1785581640,1785581752,1785581640,1785581802,SCHEDULED,SCHEDULED,False
1785582090,MBTA|20260801|7005|SouthBase-793171-7005,MBTA,1785579900,SouthBase-793171-7005,7005,Fall River/New Bedford Line,Outbound,Montello,1785581940,1785582047,1785581940,1785582047,SCHEDULED,SCHEDULED,False
1785582300,MBTA|20260801|7005|SouthBase-793171-7005,MBTA,1785579900,SouthBase-793171-7005,7005,Fall River/New Bedford Line,Outbound,Brockton,1785582180,1785582264,1785582180,1785582264,SCHEDULED,SCHEDULED,False
1785582480,MBTA|20260801|7005|SouthBase-793171-7005,MBTA,1785579900,SouthBase-793171-7005,7005,Fall River/New Bedford Line,Outbound,Campello,1785582420,1785582450,1785582420,1785582450,SCHEDULED,SCHEDULED,False
1785582990,MBTA|20260801|7005|SouthBase-793171-7005,MBTA,1785579900,SouthBase-793171-7005,7005,Fall River/New Bedford Line,Outbound,Bridgewater,1785582900,1785582946,1785582900,1785582946,SCHEDULED,SCHEDULED,False
1785583710,MBTA|20260801|7005|SouthBase-793171-7005,MBTA,1785579900,SouthBase-793171-7005,7005,Fall River/New Bedford Line,Outbound,Middleborough,1785583620,1785583659,1785583620,1785583659,SCHEDULED,SCHEDULED,False
1785584340,MBTA|20260801|7005|SouthBase-793171-7005,MBTA,1785579900,SouthBase-793171-7005,7005,Fall River/New Bedford Line,Outbound,East Taunton,1785584280,1785584310,1785584280,1785584310,SCHEDULED,SCHEDULED,False
1785585240,MBTA|20260801|7005|SouthBase-793171-7005,MBTA,1785579900,SouthBase-793171-7005,7005,Fall River/New Bedford Line,Outbound,Church Street,1785585180,1785585209,1785585180,1785585209,SCHEDULED,SCHEDULED,False
1785585480,MBTA|20260801|7005|SouthBase-793171-7005,MBTA,1785579900,SouthBase-793171-7005,7005,Fall River/New Bedford Line,Outbound,New Bedford,1785585840,1785585497,1785585840,,SCHEDULED,SCHEDULED,False
,MBTA|20260801|5013|NorthBase-825497-5013,MBTA,1785580200,NorthBase-825497-5013,5013,Newburyport/Rockport Line,Outbound,North Station,1785580200,1785580200,1785580200,1785580200,SCHEDULED,SCHEDULED,True
1785580920,MBTA|20260801|5013|NorthBase-825497-5013,MBTA,1785580200,NorthBase-825497-5013,5013,Newburyport/Rockport Line,Outbound,Chelsea,1785580860,1785580901,1785580860,1785580901,SCHEDULED,SCHEDULED,False
1785581760,MBTA|20260801|5013|NorthBase-825497-5013,MBTA,1785580200,NorthBase-825497-5013,5013,Newburyport/Rockport Line,Outbound,Lynn Interim,1785581520,1785581741,1785581520,1785581741,SCHEDULED,SCHEDULED,False
1785581910,MBTA|20260801|5013|NorthBase-825497-5013,MBTA,1785580200,NorthBase-825497-5013,5013,Newburyport/Rockport Line,Outbound,Swampscott,1785581700,1785581891,1785581700,1785581891,SCHEDULED,SCHEDULED,False
1785582360,MBTA|20260801|5013|NorthBase-825497-5013,MBTA,1785580200,NorthBase-825497-5013,5013,Newburyport/Rockport Line,Outbound,Salem,1785582120,1785582341,1785582120,1785582341,SCHEDULED,SCHEDULED,False
1785582600,MBTA|20260801|5013|NorthBase-825497-5013,MBTA,1785580200,NorthBase-825497-5013,5013,Newburyport/Rockport Line,Outbound,Beverly,1785582360,1785582581,1785582360,1785582581,SCHEDULED,SCHEDULED,False
1785582870,MBTA|20260801|5013|NorthBase-825497-5013,MBTA,1785580200,NorthBase-825497-5013,5013,Newburyport/Rockport Line,Outbound,Montserrat,1785582600,1785582851,1785582600,1785582851,SCHEDULED,SCHEDULED,False
1785583140,MBTA|20260801|5013|NorthBase-825497-5013,MBTA,1785580200,NorthBase-825497-5013,5013,Newburyport/Rockport Line,Outbound,Beverly Farms,1785582900,1785583128,1785582900,1785583128,SCHEDULED,SCHEDULED,False
1785583500,MBTA|20260801|5013|NorthBase-825497-5013,MBTA,1785580200,NorthBase-825497-5013,5013,Newburyport/Rockport Line,Outbound,Manchester,1785583260,1785583481,1785583260,1785583481,SCHEDULED,SCHEDULED,False
1785583890,MBTA|20260801|5013|NorthBase-825497-5013,MBTA,1785580200,NorthBase-825497-5013,5013,Newburyport/Rockport Line,Outbound,West Gloucester,1785583620,1785583870,1785583620,1785583870,SCHEDULED,SCHEDULED,False
1785584220,MBTA|20260801|5013|NorthBase-825497-5013,MBTA,1785580200,NorthBase-825497-5013,5013,Newburyport/Rockport Line,Outbound,Gloucester,1785583980,1785584176,1785583980,1785584176,SCHEDULED,SCHEDULED,False
1785584730,MBTA|20260801|5013|NorthBase-825497-5013,MBTA,1785580200,NorthBase-825497-5013,5013,Newburyport/Rockport Line,Outbound,Rockport,1785584700,1785584748,1785584700,,SCHEDULED,SCHEDULED,False
,MBTA|20260801|5815|SouthBase-793088-5815,MBTA,1785581100,SouthBase-793088-5815,5815,Providence/Stoughton Line,Outbound,South Station,1785581100,1785581100,1785581100,1785581100,SCHEDULED,SCHEDULED,True
1785581670,MBTA|20260801|5815|SouthBase-793088-5815,MBTA,1785581100,SouthBase-793088-5815,5815,Providence/Stoughton Line,Outbound,Back Bay,1785581400,1785581634,1785581400,1785581684,SCHEDULED,SCHEDULED,False
1785581850,MBTA|20260801|5815|SouthBase-793088-5815,MBTA,1785581100,SouthBase-793088-5815,5815,Providence/Stoughton Line,Outbound,Ruggles,1785581580,1785581864,1785581580,1785581864,SCHEDULED,SCHEDULED,False
1785582390,MBTA|20260801|5815|SouthBase-793088-5815,MBTA,1785581100,SouthBase-793088-5815,5815,Providence/Stoughton Line,Outbound,Hyde Park,1785582060,1785582370,1785582060,1785582370,SCHEDULED,SCHEDULED,False
1785582600,MBTA|20260801|5815|SouthBase-793088-5815,MBTA,1785581100,SouthBase-793088-5815,5815,Providence/Stoughton Line,Outbound,Readville,1785582240,1785582581,1785582240,1785582581,SCHEDULED,SCHEDULED,False
1785582840,MBTA|20260801|5815|SouthBase-793088-5815,MBTA,1785581100,SouthBase-793088-5815,5815,Providence/Stoughton Line,Outbound,Route 128,1785582480,1785582821,1785582480,1785582821,SCHEDULED,SCHEDULED,False
1785583200,MBTA|20260801|5815|SouthBase-793088-5815,MBTA,1785581100,SouthBase-793088-5815,5815,Providence/Stoughton Line,Outbound,Canton Junction,1785582840,1785583187,1785582840,1785583237,SCHEDULED,SCHEDULED,False
1785583500,MBTA|20260801|5815|SouthBase-793088-5815,MBTA,1785581100,SouthBase-793088-5815,5815,Providence/Stoughton Line,Outbound,Sharon,1785583140,1785583480,1785583140,1785583480,SCHEDULED,SCHEDULED,False
1785583950,MBTA|20260801|5815|SouthBase-793088-5815,MBTA,1785581100,SouthBase-793088-5815,5815,Providence/Stoughton Line,Outbound,Mansfield,1785583620,1785583930,1785583620,1785583930,SCHEDULED,SCHEDULED,False
1785584490,MBTA|20260801|5815|SouthBase-793088-5815,MBTA,1785581100,SouthBase-793088-5815,5815,Providence/Stoughton Line,Outbound,Attleboro,1785584220,1785584519,1785584220,1785584519,SCHEDULED,SCHEDULED,False
1785585030,MBTA|20260801|5815|SouthBase-793088-5815,MBTA,1785581100,SouthBase-793088-5815,5815,Providence/Stoughton Line,Outbound,Pawtucket/Central Falls,1785584760,1785585010,1785584760,1785585010,SCHEDULED,SCHEDULED,False
1785585330,MBTA|20260801|5815|SouthBase-793088-5815,MBTA,1785581100,SouthBase-793088-5815,5815,Providence/Stoughton Line,Outbound,Providence,1785585660,1785585337,1785585660,,SCHEDULED,SCHEDULED,False
,MBTA|20260801|5715|SouthBase-830380-5715,MBTA,1785581220,SouthBase-830380-5715,5715,Franklin/Foxboro Line,Outbound,South Station,1785581220,1785581220,1785581220,1785581220,SCHEDULED,SCHEDULED,True
1785581910,MBTA|20260801|5715|SouthBase-830380-5715,MBTA,1785581220,SouthBase-830380-5715,5715,Franklin/Foxboro Line,Outbound,Newmarket,1785581700,1785581876,1785581700,1785581876,SCHEDULED,SCHEDULED,False
1785582060,MBTA|20260801|5715|SouthBase-830380-5715,MBTA,1785581220,SouthBase-830380-5715,5715,Franklin/Foxboro Line,Outbound,Uphams Corner,1785581820,1785582029,1785581820,1785582029,SCHEDULED,SCHEDULED,False
1785582240,MBTA|20260801|5715|SouthBase-830380-5715,MBTA,1785581220,SouthBase-830380-5715,5715,Franklin/Foxboro Line,Outbound,Four Corners/Geneva,1785582000,1785582219,1785582000,1785582219,SCHEDULED,SCHEDULED,False
1785582420,MBTA|20260801|5715|SouthBase-830380-5715,MBTA,1785581220,SouthBase-830380-5715,5715,Franklin/Foxboro Line,Outbound,Talbot Avenue,1785582180,1785582370,1785582180,1785582420,SCHEDULED,SCHEDULED,False
1785582540,MBTA|20260801|5715|SouthBase-830380-5715,MBTA,1785581220,SouthBase-830380-5715,5715,Franklin/Foxboro Line,Outbound,Morton Street,1785582360,1785582503,1785582360,1785582503,SCHEDULED,SCHEDULED,False
1785582690,MBTA|20260801|5715|SouthBase-830380-5715,MBTA,1785581220,SouthBase-830380-5715,5715,Franklin/Foxboro Line,Outbound,Blue Hill Avenue,1785582480,1785582681,1785582480,1785582681,SCHEDULED,SCHEDULED,False
1785582870,MBTA|20260801|5715|SouthBase-830380-5715,MBTA,1785581220,SouthBase-830380-5715,5715,Franklin/Foxboro Line,Outbound,Fairmount,1785582660,1785582849,1785582660,1785582849,SCHEDULED,SCHEDULED,False
1785583080,MBTA|20260801|5715|SouthBase-830380-5715,MBTA,1785581220,SouthBase-830380-5715,5715,Franklin/Foxboro Line,Outbound,Readville,1785582900,1785583052,1785582900,1785583052,SCHEDULED,SCHEDULED,False
1785583260,MBTA|20260801|5715|SouthBase-830380-5715,MBTA,1785581220,SouthBase-830380-5715,5715,Franklin/Foxboro Line,Outbound,Endicott,1785583140,1785583274,1785583140,1785583274,SCHEDULED,SCHEDULED,False
1785583440,MBTA|20260801|5715|SouthBase-830380-5715,MBTA,1785581220,SouthBase-830380-5715,5715,Franklin/Foxboro Line,Outbound,Dedham Corporate Center,1785583320,1785583393,1785583320,1785583393,SCHEDULED,SCHEDULED,False
1785583590,MBTA|20260801|5715|SouthBase-830380-5715,MBTA,1785581220,SouthBase-830380-5715,5715,Franklin/Foxboro Line,Outbound,Islington,1785583440,1785583548,1785583440,1785583548,SCHEDULED,SCHEDULED,False
1785583800,MBTA|20260801|5715|SouthBase-830380-5715,MBTA,1785581220,SouthBase-830380-5715,5715,Franklin/Foxboro Line,Outbound,Norwood Depot,1785583620,1785583766,1785583620,1785583766,SCHEDULED,SCHEDULED,False
1785583920,MBTA|20260801|5715|SouthBase-830380-5715,MBTA,1785581220,SouthBase-830380-5715,5715,Franklin/Foxboro Line,Outbound,Norwood Central,1785583740,1785583889,1785583740,1785583889,SCHEDULED,SCHEDULED,False
1785584040,MBTA|20260801|5715|SouthBase-830380-5715,MBTA,1785581220,SouthBase-830380-5715,5715,Franklin/Foxboro Line,Outbound,Windsor Gardens,1785583920,1785584019,1785583920,1785584069,SCHEDULED,SCHEDULED,False
1785584280,MBTA|20260801|5715|SouthBase-830380-5715,MBTA,1785581220,SouthBase-830380-5715,5715,Franklin/Foxboro Line,Outbound,Walpole,1785584160,1785584265,1785584160,1785584265,SCHEDULED,SCHEDULED,False
1785584580,MBTA|20260801|5715|SouthBase-830380-5715,MBTA,1785581220,SouthBase-830380-5715,5715,Franklin/Foxboro Line,Outbound,Norfolk,1785584580,1785584580,1785584580,1785584580,SCHEDULED,SCHEDULED,False
1785585150,MBTA|20260801|5715|SouthBase-830380-5715,MBTA,1785581220,SouthBase-830380-5715,5715,Franklin/Foxboro Line,Outbound,Franklin,1785585000,1785585169,1785585000,1785585169,SCHEDULED,SCHEDULED,False
1785585720,MBTA|20260801|5715|SouthBase-830380-5715,MBTA,1785581220,SouthBase-830380-5715,5715,Franklin/Foxboro Line,Outbound,Forge Park/495,1785585720,1785585534,1785585720,,SCHEDULED,SCHEDULED,False
,MBTA|20260801|5217|NorthBase-825532-5217,MBTA,1785582000,NorthBase-825532-5217,5217,Haverhill Line,Outbound,North Station,1785582000,1785582000,1785582000,1785582000,SCHEDULED,SCHEDULED,True
1785582900,MBTA|20260801|5217|NorthBase-825532-5217,MBTA,1785582000,NorthBase-825532-5217,5217,Haverhill Line,Outbound,Malden Center,1785582660,1785582745,1785582660,1785582795,SCHEDULED,SCHEDULED,False
1785582900,MBTA|20260801|5217|NorthBase-825532-5217,MBTA,1785582000,NorthBase-825532-5217,5217,Haverhill Line,Outbound,Oak Grove,1785582780,1785582910,1785582780,1785582960,SCHEDULED,SCHEDULED,False
1785583290,MBTA|20260801|5217|NorthBase-825532-5217,MBTA,1785582000,NorthBase-825532-5217,5217,Haverhill Line,Outbound,Wyoming Hill,1785582900,1785583120,1785582900,1785583170,SCHEDULED,SCHEDULED,False
1785583320,MBTA|20260801|5217|NorthBase-825532-5217,MBTA,1785582000,NorthBase-825532-5217,5217,Haverhill Line,Outbound,Melrose/Cedar Park,1785583020,1785583287,1785583020,1785583287,SCHEDULED,SCHEDULED,False
1785583500,MBTA|20260801|5217|NorthBase-825532-5217,MBTA,1785582000,NorthBase-825532-5217,5217,Haverhill Line,Outbound,Melrose Highlands,1785583200,1785583419,1785583200,1785583419,SCHEDULED,SCHEDULED,False
1785583710,MBTA|20260801|5217|NorthBase-825532-5217,MBTA,1785582000,NorthBase-825532-5217,5217,Haverhill Line,Outbound,Greenwood,1785583380,1785583613,1785583380,1785583613,SCHEDULED,SCHEDULED,False
1785583920,MBTA|20260801|5217|NorthBase-825532-5217,MBTA,1785582000,NorthBase-825532-5217,5217,Haverhill Line,Outbound,Wakefield,1785583620,1785583791,1785583620,1785583841,SCHEDULED,SCHEDULED,False
1785584730,MBTA|20260801|5217|NorthBase-825532-5217,MBTA,1785582000,NorthBase-825532-5217,5217,Haverhill Line,Outbound,Reading,1785583980,1785584570,1785583980,1785584620,SCHEDULED,SCHEDULED,False
1785584820,MBTA|20260801|5217|NorthBase-825532-5217,MBTA,1785582000,NorthBase-825532-5217,5217,Haverhill Line,Outbound,North Wilmington,1785584340,1785584931,1785584340,1785584981,SCHEDULED,SCHEDULED,False
1785585150,MBTA|20260801|5217|NorthBase-825532-5217,MBTA,1785582000,NorthBase-825532-5217,5217,Haverhill Line,Outbound,Ballardvale,1785584760,1785584991,1785584760,1785585041,SCHEDULED,SCHEDULED,False
1785585360,MBTA|20260801|5217|NorthBase-825532-5217,MBTA,1785582000,NorthBase-825532-5217,5217,Haverhill Line,Outbound,Andover,1785585060,1785585220,1785585060,1785585270,SCHEDULED,SCHEDULED,False
1785585570,MBTA|20260801|5217|NorthBase-825532-5217,MBTA,1785582000,NorthBase-825532-5217,5217,Haverhill Line,Outbound,Lawrence,1785585480,1785585397,1785585480,1785585480,SCHEDULED,SCHEDULED,False
1785586140,MBTA|20260801|5217|NorthBase-825532-5217,MBTA,1785582000,NorthBase-825532-5217,5217,Haverhill Line,Outbound,Bradford,1785585960,1785586330,1785585960,1785586380,SCHEDULED,SCHEDULED,False
1785586140,MBTA|20260801|5217|NorthBase-825532-5217,MBTA,1785582000,NorthBase-825532-5217,5217,Haverhill Line,Outbound,Haverhill,1785586380,1785586433,1785586380,,SCHEDULED,SCHEDULED,False
1785582240,MBTA|20260801|5515|SouthBase-824342-5515,MBTA,1785582000,SouthBase-824342-5515,5515,Framingham/Worcester Line,Outbound,South Station,1785582000,,1785582000,1785582226,SCHEDULED,SCHEDULED,False
1785582720,MBTA|20260801|5515|SouthBase-824342-5515,MBTA,1785582000,SouthBase-824342-5515,5515,Framingham/Worcester Line,Outbound,Back Bay,1785582360,1785582610,1785582360,1785582610,SCHEDULED,SCHEDULED,False
1785583020,MBTA|20260801|5515|SouthBase-824342-5515,MBTA,1785582000,SouthBase-824342-5515,5515,Framingham/Worcester Line,Outbound,Lansdowne,1785582600,1785582982,1785582600,1785582982,SCHEDULED,SCHEDULED,False
1785583350,MBTA|20260801|5515|SouthBase-824342-5515,MBTA,1785582000,SouthBase-824342-5515,5515,Framingham/Worcester Line,Outbound,Boston Landing,1785582900,1785583323,1785582900,1785583323,SCHEDULED,SCHEDULED,False
1785583710,MBTA|20260801|5515|SouthBase-824342-5515,MBTA,1785582000,SouthBase-824342-5515,5515,Framingham/Worcester Line,Outbound,Newtonville,1785583260,1785583664,1785583260,1785583664,SCHEDULED,SCHEDULED,False
1785583860,MBTA|20260801|5515|SouthBase-824342-5515,MBTA,1785582000,SouthBase-824342-5515,5515,Framingham/Worcester Line,Outbound,West Newton,1785583440,1785583819,1785583440,1785583819,SCHEDULED,SCHEDULED,False
1785584070,MBTA|20260801|5515|SouthBase-824342-5515,MBTA,1785582000,SouthBase-824342-5515,5515,Framingham/Worcester Line,Outbound,Auburndale,1785583620,1785584036,1785583620,1785584036,SCHEDULED,SCHEDULED,False
1785584280,MBTA|20260801|5515|SouthBase-824342-5515,MBTA,1785582000,SouthBase-824342-5515,5515,Framingham/Worcester Line,Outbound,Wellesley Farms,1785583860,1785584260,1785583860,1785584260,SCHEDULED,SCHEDULED,False
1785584430,MBTA|20260801|5515|SouthBase-824342-5515,MBTA,1785582000,SouthBase-824342-5515,5515,Framingham/Worcester Line,Outbound,Wellesley Hills,1785584040,1785584408,1785584040,1785584408,SCHEDULED,SCHEDULED,False
1785584610,MBTA|20260801|5515|SouthBase-824342-5515,MBTA,1785582000,SouthBase-824342-5515,5515,Framingham/Worcester Line,Outbound,Wellesley Square,1785584220,1785584575,1785584220,1785584575,SCHEDULED,SCHEDULED,False
1785584880,MBTA|20260801|5515|SouthBase-824342-5515,MBTA,1785582000,SouthBase-824342-5515,5515,Framingham/Worcester Line,Outbound,Natick Center,1785584520,1785584842,1785584520,1785584842,SCHEDULED,SCHEDULED,False
1785585090,MBTA|20260801|5515|SouthBase-824342-5515,MBTA,1785582000,SouthBase-824342-5515,5515,Framingham/Worcester Line,Outbound,West Natick,1785584820,1785585059,1785584820,1785585059,SCHEDULED,SCHEDULED,False
1785585450,MBTA|20260801|5515|SouthBase-824342-5515,MBTA,1785582000,SouthBase-824342-5515,5515,Framingham/Worcester Line,Outbound,Framingham,1785585060,1785585400,1785585060,1785585400,SCHEDULED,SCHEDULED,False
1785585750,MBTA|20260801|5515|SouthBase-824342-5515,MBTA,1785582000,SouthBase-824342-5515,5515,Framingham/Worcester Line,Outbound,Ashland,1785585420,1785585725,1785585420,1785585725,SCHEDULED,SCHEDULED,False
1785585990,MBTA|20260801|5515|SouthBase-824342-5515,MBTA,1785582000,SouthBase-824342-5515,5515,Framingham/Worcester Line,Outbound,Southborough,1785585660,1785585958,1785585660,1785585958,SCHEDULED,SCHEDULED,False
1785586500,MBTA|20260801|5515|SouthBase-824342-5515,MBTA,1785582000,SouthBase-824342-5515,5515,Framingham/Worcester Line,Outbound,Westborough,1785586140,1785586454,1785586140,1785586454,SCHEDULED,SCHEDULED,False
1785586770,MBTA|20260801|5515|SouthBase-824342-5515,MBTA,1785582000,SouthBase-824342-5515,5515,Framingham/Worcester Line,Outbound,Grafton,1785586440,1785586708,1785586440,1785586708,SCHEDULED,SCHEDULED,False
1785588450,MBTA|20260801|5515|SouthBase-824342-5515,MBTA,1785582000,SouthBase-824342-5515,5515,Framingham/Worcester Line,Outbound,Worcester,1785587400,1785588437,1785587400,,SCHEDULED,SCHEDULED,False
1785582060,MBTA|20260801|6614|SouthBase-830428-6614,MBTA,1785582000,SouthBase-830428-6614,6614,Fairmount Line,Inbound,Readville,1785582000,,1785582000,1785582039,SCHEDULED,SCHEDULED,False
1785582270,MBTA|20260801|6614|SouthBase-830428-6614,MBTA,1785582000,SouthBase-830428-6614,6614,Fairmount Line,Inbound,Fairmount,1785582180,1785582246,1785582180,1785582246,SCHEDULED,SCHEDULED,False
1785582480,MBTA|20260801|6614|SouthBase-830428-6614,MBTA,1785582000,SouthBase-830428-6614,6614,Fairmount Line,Inbound,Blue Hill Avenue,1785582360,1785582439,1785582360,1785582439,SCHEDULED,SCHEDULED,False
1785582630,MBTA|20260801|6614|SouthBase-830428-6614,MBTA,1785582000,SouthBase-830428-6614,6614,Fairmount Line,Inbound,Morton Street,1785582480,1785582587,1785582480,1785582587,SCHEDULED,SCHEDULED,False
1785582750,MBTA|20260801|6614|SouthBase-830428-6614,MBTA,1785582000,SouthBase-830428-6614,6614,Fairmount Line,Inbound,Talbot Avenue,1785582660,1785582753,1785582660,1785582753,SCHEDULED,SCHEDULED,False
1785583020,MBTA|20260801|6614|SouthBase-830428-6614,MBTA,1785582000,SouthBase-830428-6614,6614,Fairmount Line,Inbound,Four Corners/Geneva,1785582840,1785583023,1785582840,1785583023,SCHEDULED,SCHEDULED,False
